gender,match,age,race,field,career,from,goal,int_corr,samerace,imprace,imprelig,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o
0,1,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,-0.26,0,1.0,1.0,23.0,2.0,1,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,2.0
0,1,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,-0.01,0,1.0,1.0,24.0,3.0,1,7.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,2.0
0,1,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,0.42,0,1.0,1.0,25.0,2.0,1,6.0,6.0,7.0,8.0,7.0,7.0,6.0,5.0,2.0
0,1,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,0.21,0,1.0,1.0,30.0,2.0,1,8.0,6.0,7.0,8.0,6.0,5.0,8.0,4.0,2.0
0,0,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,0.1,0,1.0,1.0,27.0,2.0,0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,2.0
0,1,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,-0.35,0,1.0,1.0,28.0,2.0,1,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0
0,0,26.0,6.0,Masters in Public Administration,"Congresswoman, and comedian","Palm Springs, California",1.0,-0.23,0,1.0,1.0,24.0,2.0,0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.3,1,4.0,4.0,27.0,2.0,0,7.0,8.0,7.0,8.0,6.0,5.0,6.0,3.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.65,1,4.0,4.0,22.0,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
0,1,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,-0.15,0,4.0,4.0,22.0,4.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.17,1,4.0,4.0,23.0,2.0,1,7.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,1.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.24,0,4.0,4.0,24.0,3.0,1,6.0,9.0,9.0,7.0,8.0,,6.0,6.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.15,1,4.0,4.0,25.0,2.0,0,,8.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.41,1,4.0,4.0,30.0,2.0,0,7.0,7.0,4.0,3.0,4.0,4.0,3.0,6.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.07,1,4.0,4.0,27.0,2.0,0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,2.0
0,1,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.49,1,4.0,4.0,28.0,2.0,1,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,2.0
0,0,26.0,2.0,Masters of Social Work&Education,To create early childhood intervention programs,94115,2.0,0.08,1,4.0,4.0,24.0,2.0,0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.23,1,8.0,10.0,25.0,4.0,0,3.0,10.0,10.0,6.0,4.0,7.0,4.0,1.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.3,1,8.0,10.0,30.0,4.0,0,5.0,5.0,5.0,5.0,5.0,,5.0,,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.46,1,8.0,10.0,23.0,4.0,0,3.0,10.0,9.0,5.0,9.0,2.0,6.0,7.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.43,0,8.0,10.0,24.0,2.0,0,4.0,5.0,6.0,4.0,6.0,2.0,5.0,2.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.4,0,8.0,10.0,24.0,2.0,1,6.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.01,0,8.0,10.0,28.0,2.0,1,7.0,8.0,8.0,7.0,9.0,6.0,7.0,7.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.22,0,8.0,10.0,26.0,2.0,0,6.0,7.0,10.0,8.0,9.0,8.0,8.0,6.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.06,0,8.0,10.0,30.0,2.0,1,9.0,5.0,6.0,5.0,5.0,7.0,5.0,6.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.08,0,8.0,10.0,22.0,2.0,0,3.0,8.0,5.0,5.0,8.0,3.0,4.0,2.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.28,1,8.0,10.0,25.0,4.0,0,6.0,7.0,8.0,4.0,6.0,4.0,6.0,6.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.27,0,8.0,10.0,27.0,1.0,0,5.0,8.0,8.0,,,,7.0,7.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.44,0,8.0,10.0,23.0,2.0,0,2.0,8.0,8.0,3.0,2.0,2.0,5.0,3.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.62,0,8.0,10.0,21.0,2.0,0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,3.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.08,0,8.0,10.0,28.0,2.0,0,6.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,-0.2,0,8.0,10.0,28.0,2.0,0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,2.0
0,0,21.0,4.0,Operations Research,Undecided,New Jersey,6.0,0.39,0,8.0,10.0,23.0,1.0,0,5.0,8.0,10.0,7.0,9.0,5.0,6.0,6.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.29,0,1.0,2.0,25.0,4.0,0,4.0,10.0,8.0,8.0,6.0,4.0,3.0,1.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.23,0,1.0,2.0,30.0,4.0,0,5.0,5.0,5.0,5.0,5.0,,5.0,,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.44,0,1.0,2.0,23.0,4.0,0,3.0,6.0,8.0,5.0,5.0,1.0,2.0,1.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.04,0,1.0,2.0,24.0,2.0,0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,2.0,2.0
0,1,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.21,0,1.0,2.0,24.0,2.0,1,6.0,7.0,6.0,6.0,8.0,5.0,6.0,5.0,2.0
0,1,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.02,0,1.0,2.0,28.0,2.0,1,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.33,0,1.0,2.0,26.0,2.0,0,5.0,8.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.27,0,1.0,2.0,30.0,2.0,1,,5.0,6.0,5.0,6.0,3.0,4.0,6.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.73,0,1.0,2.0,22.0,2.0,0,4.0,6.0,6.0,5.0,,3.0,5.0,1.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.08,0,1.0,2.0,25.0,4.0,0,7.0,8.0,7.0,7.0,7.0,,7.0,4.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.12,1,1.0,2.0,27.0,1.0,0,6.0,8.0,7.0,6.0,,,7.0,7.0,
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,-0.52,0,1.0,2.0,23.0,2.0,0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.03,0,1.0,2.0,21.0,2.0,0,4.0,6.0,7.0,6.0,5.0,5.0,4.0,2.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.5,0,1.0,2.0,28.0,2.0,0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,5.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.33,0,1.0,2.0,28.0,2.0,0,4.0,7.0,7.0,6.0,6.0,5.0,6.0,4.0,2.0
0,0,27.0,1.0,TC (Health Ed),Informatics,"Ann Arbor, MI",1.0,0.16,1,1.0,2.0,23.0,1.0,0,5.0,8.0,9.0,7.0,10.0,8.0,7.0,7.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.22,1,9.0,6.0,25.0,4.0,0,5.0,4.0,3.0,7.0,4.0,3.0,1.0,1.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.06,1,9.0,6.0,30.0,4.0,0,8.0,8.0,8.0,8.0,8.0,,5.0,,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.41,1,9.0,6.0,23.0,4.0,0,6.0,10.0,9.0,8.0,9.0,,8.0,8.0,2.0
0,1,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.35,0,9.0,6.0,24.0,2.0,1,4.0,6.0,5.0,4.0,3.0,2.0,6.0,4.0,1.0
0,1,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.17,0,9.0,6.0,24.0,2.0,1,8.0,8.0,8.0,10.0,7.0,8.0,8.0,8.0,1.0
0,1,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.1,0,9.0,6.0,28.0,2.0,1,7.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.52,0,9.0,6.0,26.0,2.0,0,6.0,8.0,9.0,8.0,8.0,9.0,8.0,6.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.21,0,9.0,6.0,30.0,2.0,1,5.0,6.0,6.0,4.0,7.0,4.0,6.0,5.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.58,0,9.0,6.0,22.0,2.0,0,4.0,6.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.23,1,9.0,6.0,25.0,4.0,0,7.0,8.0,8.0,6.0,7.0,3.0,6.0,5.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.05,0,9.0,6.0,27.0,1.0,0,5.0,,7.0,6.0,,,7.0,,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.57,0,9.0,6.0,23.0,2.0,0,4.0,6.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,-0.13,0,9.0,6.0,21.0,2.0,0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.49,0,9.0,6.0,28.0,2.0,1,7.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,2.0
0,0,21.0,4.0,Psychology,psychologist,Hong Kong,1.0,0.35,0,9.0,6.0,28.0,2.0,1,6.0,7.0,7.0,7.0,9.0,7.0,7.0,5.0,2.0
