gender,match,age,race,field,career,from,goal,int_corr,samerace,imprace,imprelig,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o
1,1,23.0,2.0,Law,Corporate attorney,"Cincinnati, Ohio",2.0,-0.4,1,1.0,1.0,25.0,2.0,1,8.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,2.0
1,1,23.0,2.0,Law,Corporate attorney,"Cincinnati, Ohio",2.0,-0.26,0,1.0,1.0,26.0,6.0,1,10.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0
1,0,23.0,2.0,Law,Corporate attorney,"Cincinnati, Ohio",2.0,0.17,1,1.0,1.0,26.0,2.0,0,10.0,10.0,10.0,10.0,10.0,,10.0,1.0,1.0
1,1,24.0,3.0,Law,Lawyer,Miami,1.0,0.21,0,3.0,1.0,21.0,4.0,1,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,0.32,0,3.0,1.0,24.0,2.0,0,6.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,1.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,-0.14,0,3.0,1.0,25.0,2.0,0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,,2.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,0.21,0,3.0,1.0,23.0,2.0,0,6.0,9.0,8.0,9.0,8.0,9.0,7.0,7.0,2.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,-0.16,0,3.0,1.0,21.0,2.0,0,6.0,7.0,7.0,5.0,4.0,8.0,7.0,4.0,2.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,0.35,0,3.0,1.0,23.0,4.0,0,5.0,4.0,8.0,8.0,4.0,2.0,4.0,3.0,1.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,-0.27,0,3.0,1.0,22.0,4.0,0,4.0,7.0,7.0,4.0,8.0,5.0,5.0,6.0,1.0
1,1,24.0,3.0,Law,Lawyer,Miami,1.0,-0.23,0,3.0,1.0,25.0,2.0,1,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,2.0
1,1,24.0,3.0,Law,Lawyer,Miami,1.0,-0.01,0,3.0,1.0,26.0,6.0,1,5.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0
1,0,24.0,3.0,Law,Lawyer,Miami,1.0,0.24,0,3.0,1.0,26.0,2.0,0,5.0,7.0,7.0,7.0,7.0,,6.0,1.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.25,0,9.0,2.0,21.0,4.0,0,4.0,9.0,7.0,4.0,6.0,4.0,6.0,5.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.73,1,9.0,2.0,24.0,2.0,0,8.0,7.0,8.0,3.0,6.0,2.0,6.0,5.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,-0.3,1,9.0,2.0,25.0,2.0,0,8.0,10.0,10.0,7.0,9.0,9.0,8.0,,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.37,1,9.0,2.0,23.0,2.0,0,5.0,10.0,8.0,4.0,8.0,2.0,4.0,3.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.06,1,9.0,2.0,21.0,2.0,1,5.0,6.0,7.0,5.0,7.0,8.0,7.0,3.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.19,0,9.0,2.0,23.0,4.0,0,3.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.59,0,9.0,2.0,22.0,4.0,0,4.0,8.0,7.0,4.0,5.0,4.0,5.0,5.0,2.0
1,1,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.28,1,9.0,2.0,25.0,2.0,1,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,2.0
1,1,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.42,0,9.0,2.0,26.0,6.0,1,8.0,9.0,9.0,7.0,6.0,5.0,6.0,5.0,2.0
1,0,25.0,2.0,Business,research/financial industry,Milan - Italy,1.0,0.15,1,9.0,2.0,26.0,2.0,0,5.0,10.0,6.0,4.0,6.0,,6.0,1.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.34,0,1.0,1.0,21.0,4.0,1,7.0,6.0,7.0,4.0,6.0,7.0,6.0,5.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.6,1,1.0,1.0,24.0,2.0,1,7.0,5.0,9.0,6.0,7.0,9.0,8.0,7.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,-0.26,1,1.0,1.0,25.0,2.0,0,8.0,9.0,10.0,7.0,7.0,9.0,8.0,7.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.35,1,1.0,1.0,23.0,2.0,0,7.0,10.0,10.0,7.0,10.0,5.0,5.0,1.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,-0.05,1,1.0,1.0,21.0,2.0,1,6.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.47,0,1.0,1.0,23.0,4.0,1,8.0,8.0,8.0,8.0,3.0,4.0,8.0,7.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.31,0,1.0,1.0,22.0,4.0,1,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.05,1,1.0,1.0,25.0,2.0,1,6.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,2.0
1,1,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.21,0,1.0,1.0,26.0,6.0,1,6.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0,2.0
1,0,30.0,2.0,political science,academics or journalism,"Georgia, USA",3.0,0.41,1,1.0,1.0,26.0,2.0,1,5.0,10.0,8.0,6.0,9.0,,7.0,1.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.5,0,8.0,8.0,21.0,4.0,0,4.0,9.0,7.0,6.0,5.0,6.0,6.0,7.0,
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.07,1,8.0,8.0,24.0,2.0,0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.29,1,8.0,8.0,25.0,2.0,0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.15,1,8.0,8.0,23.0,2.0,0,5.0,9.0,9.0,5.0,9.0,7.0,6.0,6.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.07,1,8.0,8.0,21.0,2.0,1,5.0,5.0,7.0,6.0,7.0,5.0,6.0,4.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.03,0,8.0,8.0,23.0,4.0,0,4.0,8.0,9.0,2.0,8.0,3.0,5.0,5.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.08,0,8.0,8.0,22.0,4.0,0,5.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0,2.0
1,1,27.0,2.0,Business,Financial Services,New York,1.0,0.17,1,8.0,8.0,25.0,2.0,1,5.0,6.0,7.0,4.0,5.0,6.0,5.0,4.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.1,0,8.0,8.0,26.0,6.0,1,6.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,2.0
1,0,27.0,2.0,Business,Financial Services,New York,1.0,0.07,1,8.0,8.0,26.0,2.0,0,5.0,6.0,6.0,4.0,5.0,,5.0,5.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,0.28,0,1.0,1.0,21.0,4.0,1,7.0,6.0,8.0,9.0,8.0,8.0,7.0,7.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,0.11,1,1.0,1.0,24.0,2.0,1,7.0,6.0,8.0,9.0,4.0,5.0,5.0,6.0,2.0
1,0,28.0,2.0,money,ceo,california,4.0,-0.15,1,1.0,1.0,25.0,2.0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,-0.47,1,1.0,1.0,23.0,2.0,1,9.0,8.0,10.0,10.0,7.0,8.0,8.0,8.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,-0.13,1,1.0,1.0,21.0,2.0,1,7.0,5.0,7.0,8.0,7.0,9.0,9.0,4.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,0.46,0,1.0,1.0,23.0,4.0,1,7.0,6.0,8.0,8.0,6.0,9.0,9.0,6.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,-0.34,0,1.0,1.0,22.0,4.0,1,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,-0.47,1,1.0,1.0,25.0,2.0,1,8.0,8.0,5.0,9.0,8.0,9.0,7.0,10.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,-0.35,0,1.0,1.0,26.0,6.0,1,8.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,2.0
1,1,28.0,2.0,money,ceo,california,4.0,0.49,1,1.0,1.0,26.0,2.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.36,0,1.0,1.0,21.0,4.0,1,5.0,6.0,6.0,8.0,10.0,8.0,6.0,6.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,0.39,1,1.0,1.0,24.0,2.0,1,6.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.47,1,1.0,1.0,25.0,2.0,0,8.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.19,1,1.0,1.0,23.0,2.0,1,8.0,9.0,10.0,10.0,8.0,8.0,10.0,8.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.06,1,1.0,1.0,21.0,2.0,1,9.0,6.0,7.0,9.0,6.0,5.0,10.0,3.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,0.43,0,1.0,1.0,23.0,4.0,1,8.0,9.0,9.0,9.0,10.0,7.0,9.0,8.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.16,0,1.0,1.0,22.0,4.0,1,8.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0,2.0
1,1,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.21,1,1.0,1.0,25.0,2.0,1,7.0,6.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,-0.23,0,1.0,1.0,26.0,6.0,1,7.0,8.0,7.0,8.0,7.0,8.0,8.0,5.0,2.0
1,0,24.0,2.0,Finance,CEO,Washington DC,1.0,0.08,1,1.0,1.0,26.0,2.0,1,9.0,9.0,8.0,10.0,8.0,8.0,9.0,10.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.23,1,9.0,6.0,21.0,4.0,0,6.0,8.0,7.0,9.0,5.0,7.0,9.0,1.0,1.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.29,0,9.0,6.0,27.0,1.0,0,5.0,7.0,7.0,6.0,7.0,5.0,6.0,4.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.22,1,9.0,6.0,21.0,4.0,1,5.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.31,0,9.0,6.0,27.0,2.0,0,5.0,6.0,7.0,7.0,7.0,,6.0,3.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.12,0,9.0,6.0,25.0,2.0,0,7.0,8.0,9.0,6.0,8.0,5.0,6.0,4.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.38,0,9.0,6.0,23.0,2.0,0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.13,0,9.0,6.0,22.0,3.0,0,2.0,6.0,6.0,6.0,6.0,,3.0,3.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,,0,9.0,6.0,26.0,2.0,0,3.0,6.0,6.0,6.0,5.0,2.0,2.0,4.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.11,0,9.0,6.0,22.0,2.0,0,4.0,9.0,4.0,4.0,5.0,,5.0,4.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.19,0,9.0,6.0,23.0,2.0,0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.19,0,9.0,6.0,24.0,2.0,0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.05,1,9.0,6.0,27.0,4.0,0,4.0,8.0,7.0,9.0,,6.0,5.0,5.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.29,0,9.0,6.0,30.0,2.0,1,6.0,8.0,7.0,10.0,7.0,4.0,8.0,5.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.01,1,9.0,6.0,21.0,4.0,0,4.0,4.0,5.0,4.0,4.0,,5.0,6.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.25,0,9.0,6.0,25.0,2.0,1,6.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.04,0,9.0,6.0,26.0,2.0,0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,5.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.13,0,9.0,6.0,27.0,2.0,0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,6.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,-0.15,0,9.0,6.0,23.0,1.0,0,2.0,8.0,10.0,3.0,10.0,3.0,5.0,1.0,2.0
1,0,25.0,4.0,Operations Research,tech professional,"SF Bay Area, CA",2.0,0.07,0,9.0,6.0,24.0,3.0,1,6.0,7.0,9.0,9.0,9.0,8.0,7.0,6.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.3,1,1.0,1.0,21.0,4.0,0,5.0,8.0,7.0,5.0,9.0,5.0,7.0,2.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.23,0,1.0,1.0,27.0,1.0,0,4.0,7.0,6.0,6.0,7.0,2.0,3.0,3.0,2.0
1,0,30.0,4.0,law,law,China,2.0,0.06,1,1.0,1.0,21.0,4.0,0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.07,0,1.0,1.0,27.0,2.0,0,7.0,8.0,,,8.0,,8.0,4.0,2.0
1,0,30.0,4.0,law,law,China,2.0,0.09,0,1.0,1.0,25.0,2.0,0,5.0,8.0,8.0,6.0,8.0,5.0,7.0,3.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.05,0,1.0,1.0,23.0,2.0,0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.04,0,1.0,1.0,22.0,3.0,0,1.0,6.0,4.0,2.0,1.0,,2.0,1.0,2.0
1,0,30.0,4.0,law,law,China,2.0,,0,1.0,1.0,26.0,2.0,0,2.0,6.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.57,0,1.0,1.0,22.0,2.0,0,4.0,8.0,6.0,3.0,6.0,,4.0,4.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.44,0,1.0,1.0,23.0,2.0,0,8.0,9.0,8.0,5.0,9.0,5.0,8.0,5.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.43,0,1.0,1.0,24.0,2.0,0,3.0,6.0,6.0,3.0,6.0,2.0,,,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.22,1,1.0,1.0,27.0,4.0,0,7.0,8.0,9.0,,9.0,7.0,7.0,5.0,2.0
1,0,30.0,4.0,law,law,China,2.0,0.41,0,1.0,1.0,30.0,2.0,0,2.0,6.0,7.0,4.0,6.0,2.0,5.0,2.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.2,1,1.0,1.0,21.0,4.0,0,3.0,4.0,7.0,4.0,4.0,,5.0,7.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.27,0,1.0,1.0,25.0,2.0,0,5.0,9.0,8.0,6.0,7.0,6.0,6.0,7.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.39,0,1.0,1.0,26.0,2.0,0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,5.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.14,0,1.0,1.0,27.0,2.0,0,2.0,5.0,6.0,3.0,4.0,3.0,3.0,5.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.19,0,1.0,1.0,23.0,1.0,0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,2.0
1,0,30.0,4.0,law,law,China,2.0,-0.43,0,1.0,1.0,24.0,3.0,0,3.0,10.0,9.0,6.0,8.0,,5.0,5.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.46,1,1.0,6.0,21.0,4.0,1,8.0,9.0,8.0,8.0,7.0,6.0,9.0,3.0,
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.44,0,1.0,6.0,27.0,1.0,0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,2.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.41,1,1.0,6.0,21.0,4.0,1,6.0,6.0,7.0,6.0,6.0,6.0,6.5,5.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.09,0,1.0,6.0,27.0,2.0,0,6.0,8.0,,7.0,,,7.0,5.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.58,0,1.0,6.0,25.0,2.0,0,6.0,7.0,8.0,7.0,9.0,7.0,7.0,5.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.04,0,1.0,6.0,23.0,2.0,0,2.0,5.0,5.0,3.0,7.0,3.0,3.0,2.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,-0.07,0,1.0,6.0,22.0,3.0,0,1.0,4.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,,0,1.0,6.0,26.0,2.0,0,3.0,5.0,8.0,5.0,8.0,3.0,3.0,3.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.1,0,1.0,6.0,22.0,2.0,0,6.0,8.0,7.0,5.0,5.0,,6.0,3.0,2.0
1,0,23.0,4.0,Mechanical Engineering,Engineer,San Francisco(home)/Los Angeles(undergrad),2.0,0.46,0,1.0,6.0,23.0,2.0,0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,2.0
